i,P,L,svy,year
93,0.94009,0.77798,URY_2,1992
94,0.95003,0.80218,URY_2,1992
95,0.96002,0.82861,URY_2,1992
96,0.97001,0.85792,URY_2,1992
97,0.98004,0.89159,URY_2,1992
98,0.99003,0.93207,URY_2,1992
99,1,1,URY_2,1992
0,0.010048,0.00070239,URY_2,1995
1,0.020019,0.0018545,URY_2,1995
2,0.030114,0.0033097,URY_2,1995
3,0.040007,0.0049289,URY_2,1995
4,0.05004,0.0067692,URY_2,1995
5,0.06001,0.0087609,URY_2,1995
6,0.070028,0.010913,URY_2,1995
7,0.080123,0.013233,URY_2,1995
8,0.090078,0.015666,URY_2,1995
9,0.10006,0.018246,URY_2,1995
10,0.11,0.02096,URY_2,1995
11,0.12002,0.023818,URY_2,1995
12,0.13004,0.026792,URY_2,1995
13,0.14009,0.029894,URY_2,1995
14,0.15001,0.03307,URY_2,1995
15,0.16004,0.03639,URY_2,1995
16,0.17003,0.039818,URY_2,1995
17,0.18005,0.043368,URY_2,1995
18,0.19008,0.047054,URY_2,1995
19,0.20008,0.050855,URY_2,1995
20,0.21007,0.054758,URY_2,1995
21,0.22005,0.058775,URY_2,1995
22,0.23001,0.062883,URY_2,1995
23,0.24004,0.067133,URY_2,1995
24,0.25006,0.071481,URY_2,1995
25,0.26001,0.075897,URY_2,1995
26,0.27005,0.080458,URY_2,1995
27,0.28014,0.085158,URY_2,1995
28,0.29002,0.089872,URY_2,1995
29,0.30002,0.094768,URY_2,1995
30,0.31002,0.099774,URY_2,1995
31,0.32001,0.10488,URY_2,1995
32,0.33004,0.11013,URY_2,1995
33,0.34001,0.11545,URY_2,1995
34,0.35008,0.12094,URY_2,1995
35,0.36005,0.1265,URY_2,1995
36,0.37006,0.13222,URY_2,1995
37,0.38002,0.13802,URY_2,1995
38,0.39018,0.14406,URY_2,1995
39,0.40002,0.15004,URY_2,1995
40,0.41004,0.15625,URY_2,1995
41,0.42003,0.16257,URY_2,1995
42,0.43001,0.16902,URY_2,1995
43,0.44006,0.17565,URY_2,1995
44,0.45001,0.18235,URY_2,1995
45,0.46005,0.18923,URY_2,1995
46,0.47006,0.19623,URY_2,1995
47,0.48002,0.20332,URY_2,1995
48,0.49002,0.21057,URY_2,1995
49,0.50001,0.21795,URY_2,1995
50,0.51001,0.22549,URY_2,1995
51,0.52001,0.23316,URY_2,1995
52,0.53001,0.24097,URY_2,1995
53,0.54008,0.24894,URY_2,1995
54,0.55003,0.25698,URY_2,1995
55,0.56005,0.26524,URY_2,1995
56,0.57007,0.27366,URY_2,1995
57,0.58005,0.28221,URY_2,1995
58,0.59005,0.29094,URY_2,1995
59,0.60002,0.29981,URY_2,1995
60,0.61003,0.30888,URY_2,1995
61,0.62003,0.31813,URY_2,1995
62,0.63005,0.32758,URY_2,1995
63,0.64002,0.33717,URY_2,1995
64,0.65002,0.34697,URY_2,1995
65,0.66,0.35698,URY_2,1995
66,0.67005,0.36724,URY_2,1995
67,0.68005,0.37768,URY_2,1995
68,0.69006,0.38836,URY_2,1995
69,0.70004,0.39927,URY_2,1995
70,0.7102,0.41063,URY_2,1995
71,0.72006,0.42192,URY_2,1995
72,0.73,0.43354,URY_2,1995
73,0.74005,0.44552,URY_2,1995
74,0.75005,0.45773,URY_2,1995
75,0.76001,0.47014,URY_2,1995
76,0.77004,0.48293,URY_2,1995
77,0.78002,0.49601,URY_2,1995
78,0.79001,0.50941,URY_2,1995
79,0.80004,0.52328,URY_2,1995
80,0.81001,0.5374,URY_2,1995
81,0.82005,0.55202,URY_2,1995
82,0.83002,0.56697,URY_2,1995
83,0.84,0.58243,URY_2,1995
84,0.85002,0.59843,URY_2,1995
85,0.86001,0.61497,URY_2,1995
86,0.87001,0.63214,URY_2,1995
87,0.88003,0.65002,URY_2,1995
88,0.89003,0.66855,URY_2,1995
89,0.90009,0.68797,URY_2,1995
90,0.91002,0.70801,URY_2,1995
91,0.92002,0.72935,URY_2,1995
92,0.93,0.75184,URY_2,1995
93,0.94007,0.77605,URY_2,1995
94,0.95001,0.80168,URY_2,1995
95,0.96004,0.82966,URY_2,1995
96,0.97001,0.86002,URY_2,1995
97,0.98003,0.89444,URY_2,1995
98,0.99003,0.93554,URY_2,1995
99,1,1,URY_2,1995
0,0.010038,0.00065451,URY_2,1996
1,0.020028,0.0017839,URY_2,1996
2,0.030019,0.0031387,URY_2,1996
3,0.040026,0.0047137,URY_2,1996
4,0.050001,0.0064583,URY_2,1996
5,0.06021,0.00843,URY_2,1996
6,0.070076,0.010497,URY_2,1996
7,0.080067,0.012742,URY_2,1996
8,0.090058,0.015143,URY_2,1996
9,0.10006,0.01768,URY_2,1996
10,0.11002,0.020348,URY_2,1996
11,0.12003,0.023136,URY_2,1996
12,0.13005,0.026045,URY_2,1996
13,0.14001,0.029055,URY_2,1996
14,0.15,0.032194,URY_2,1996
15,0.16001,0.035455,URY_2,1996
16,0.17006,0.038845,URY_2,1996
17,0.18007,0.042338,URY_2,1996
18,0.19006,0.045944,URY_2,1996
19,0.20002,0.049657,URY_2,1996
20,0.21003,0.053509,URY_2,1996
21,0.22,0.057467,URY_2,1996
22,0.23004,0.061551,URY_2,1996
23,0.24008,0.065755,URY_2,1996
24,0.25002,0.070025,URY_2,1996
25,0.26004,0.074449,URY_2,1996
26,0.27003,0.078977,URY_2,1996
27,0.28004,0.08363,URY_2,1996
28,0.29003,0.088398,URY_2,1996
29,0.30002,0.093272,URY_2,1996
30,0.31006,0.09828,URY_2,1996
31,0.32002,0.10339,URY_2,1996
32,0.33004,0.10865,URY_2,1996
33,0.34003,0.11402,URY_2,1996
34,0.35001,0.11949,URY_2,1996
35,0.36001,0.12509,URY_2,1996
36,0.37005,0.13081,URY_2,1996
37,0.38009,0.13664,URY_2,1996
38,0.39009,0.14258,URY_2,1996
39,0.40008,0.14864,URY_2,1996
40,0.41003,0.15479,URY_2,1996
41,0.42005,0.16111,URY_2,1996
42,0.43004,0.16753,URY_2,1996
43,0.44,0.17404,URY_2,1996
44,0.45016,0.1808,URY_2,1996
45,0.46015,0.18757,URY_2,1996
46,0.47002,0.19438,URY_2,1996
47,0.48004,0.20142,URY_2,1996
48,0.49,0.20854,URY_2,1996
49,0.50002,0.21583,URY_2,1996
50,0.51001,0.22324,URY_2,1996
51,0.52002,0.23078,URY_2,1996
52,0.53001,0.23845,URY_2,1996
53,0.54003,0.24628,URY_2,1996
54,0.55006,0.25425,URY_2,1996
55,0.56003,0.26233,URY_2,1996
56,0.57004,0.2706,URY_2,1996
57,0.58004,0.27903,URY_2,1996
58,0.59002,0.2876,URY_2,1996
59,0.60003,0.29636,URY_2,1996
60,0.61,0.30527,URY_2,1996
61,0.62005,0.31442,URY_2,1996
62,0.63003,0.32371,URY_2,1996
63,0.64005,0.33324,URY_2,1996
64,0.65001,0.34291,URY_2,1996
65,0.66,0.35281,URY_2,1996
66,0.67004,0.36296,URY_2,1996
67,0.68006,0.37331,URY_2,1996
68,0.69,0.38378,URY_2,1996
69,0.70012,0.39466,URY_2,1996
70,0.71005,0.40556,URY_2,1996
71,0.72001,0.41673,URY_2,1996
72,0.73003,0.42822,URY_2,1996
73,0.74002,0.43994,URY_2,1996
74,0.75004,0.452,URY_2,1996
75,0.76002,0.46431,URY_2,1996
76,0.77002,0.47697,URY_2,1996
77,0.78005,0.49,URY_2,1996
78,0.79002,0.50336,URY_2,1996
79,0.80001,0.51713,URY_2,1996
80,0.81,0.53132,URY_2,1996
81,0.82006,0.54606,URY_2,1996
82,0.83005,0.56118,URY_2,1996
83,0.84004,0.57677,URY_2,1996
84,0.85003,0.59289,URY_2,1996
85,0.86002,0.60951,URY_2,1996
86,0.87001,0.62675,URY_2,1996
87,0.88002,0.64469,URY_2,1996
88,0.89001,0.66332,URY_2,1996
89,0.90001,0.68279,URY_2,1996
90,0.91002,0.70311,URY_2,1996
91,0.92001,0.72444,URY_2,1996
92,0.93,0.74703,URY_2,1996
93,0.94007,0.77133,URY_2,1996
94,0.95001,0.79712,URY_2,1996
95,0.96001,0.82543,URY_2,1996
96,0.97001,0.85661,URY_2,1996
97,0.98,0.89183,URY_2,1996
98,0.99002,0.93393,URY_2,1996
99,1,1,URY_2,1996
0,0.010116,0.00070392,URY_2,1997
1,0.0202,0.0019065,URY_2,1997
2,0.030047,0.0033238,URY_2,1997
3,0.040068,0.0049588,URY_2,1997
4,0.050105,0.0067913,URY_2,1997
5,0.060063,0.0087681,URY_2,1997
6,0.070068,0.010918,URY_2,1997
7,0.080026,0.013197,URY_2,1997
8,0.090047,0.015634,URY_2,1997
9,0.10023,0.018247,URY_2,1997
10,0.11003,0.020874,URY_2,1997
11,0.12005,0.023673,URY_2,1997
12,0.13005,0.026595,URY_2,1997
13,0.14003,0.029634,URY_2,1997
14,0.15011,0.032832,URY_2,1997
15,0.16018,0.036139,URY_2,1997
16,0.17014,0.039523,URY_2,1997
17,0.18006,0.043004,URY_2,1997
18,0.19005,0.046611,URY_2,1997
19,0.2002,0.050384,URY_2,1997
20,0.21001,0.054143,URY_2,1997
21,0.22,0.05808,URY_2,1997
22,0.23006,0.062151,URY_2,1997
23,0.2402,0.06636,URY_2,1997
24,0.2501,0.07058,URY_2,1997
25,0.26037,0.075078,URY_2,1997
26,0.27012,0.079446,URY_2,1997
27,0.28004,0.083988,URY_2,1997
28,0.29004,0.08868,URY_2,1997
29,0.30001,0.093463,URY_2,1997
30,0.31004,0.098381,URY_2,1997
31,0.3201,0.10345,URY_2,1997
32,0.33009,0.1086,URY_2,1997
33,0.34005,0.11384,URY_2,1997
34,0.35002,0.1192,URY_2,1997
35,0.36008,0.1247,URY_2,1997
36,0.37,0.13026,URY_2,1997
37,0.38007,0.13603,URY_2,1997
38,0.39006,0.14186,URY_2,1997
39,0.4,0.14781,URY_2,1997
40,0.41004,0.15393,URY_2,1997
41,0.42009,0.1602,URY_2,1997
42,0.43007,0.16657,URY_2,1997
43,0.44004,0.17306,URY_2,1997
44,0.45012,0.17979,URY_2,1997
45,0.46002,0.18651,URY_2,1997
46,0.47001,0.19341,URY_2,1997
47,0.48016,0.20055,URY_2,1997
48,0.49007,0.20765,URY_2,1997
49,0.50002,0.21491,URY_2,1997
50,0.51003,0.22234,URY_2,1997
51,0.52007,0.22993,URY_2,1997
52,0.53006,0.23763,URY_2,1997
53,0.54004,0.24549,URY_2,1997
54,0.55005,0.25353,URY_2,1997
55,0.56017,0.2618,URY_2,1997
56,0.57011,0.27008,URY_2,1997
57,0.58011,0.27859,URY_2,1997
58,0.59002,0.28716,URY_2,1997
59,0.60004,0.296,URY_2,1997
60,0.61002,0.30498,URY_2,1997
61,0.62009,0.31423,URY_2,1997
62,0.63008,0.32359,URY_2,1997
63,0.64007,0.33311,URY_2,1997
64,0.65005,0.34281,URY_2,1997
65,0.66011,0.35278,URY_2,1997
66,0.67006,0.36287,URY_2,1997
67,0.68001,0.37316,URY_2,1997
68,0.69003,0.38374,URY_2,1997
69,0.7,0.39448,URY_2,1997
70,0.71001,0.4055,URY_2,1997
71,0.72008,0.41686,URY_2,1997
72,0.73002,0.42832,URY_2,1997
73,0.74001,0.44007,URY_2,1997
74,0.75004,0.45214,URY_2,1997
75,0.76014,0.46453,URY_2,1997
76,0.77001,0.47694,URY_2,1997
77,0.78001,0.48983,URY_2,1997
78,0.79002,0.50313,URY_2,1997
79,0.80002,0.5168,URY_2,1997
80,0.81004,0.53088,URY_2,1997
81,0.82002,0.5453,URY_2,1997
82,0.83002,0.56022,URY_2,1997
83,0.84004,0.57564,URY_2,1997
84,0.85003,0.59153,URY_2,1997
85,0.86001,0.60799,URY_2,1997
86,0.87003,0.62512,URY_2,1997
87,0.88003,0.64293,URY_2,1997
88,0.89002,0.66143,URY_2,1997
89,0.90006,0.68092,URY_2,1997
90,0.91002,0.70119,URY_2,1997
91,0.92001,0.7226,URY_2,1997
92,0.93001,0.74541,URY_2,1997
93,0.94,0.76979,URY_2,1997
94,0.95005,0.79602,URY_2,1997
95,0.96004,0.82417,URY_2,1997
96,0.97,0.85537,URY_2,1997
97,0.98005,0.89087,URY_2,1997
98,0.99003,0.93314,URY_2,1997
99,1,1,URY_2,1997
0,0.010065,0.00061298,URY_2,1998
1,0.020082,0.0016705,URY_2,1998
2,0.03006,0.0029874,URY_2,1998
3,0.04001,0.0044817,URY_2,1998
4,0.05,0.0061546,URY_2,1998
5,0.060051,0.0080114,URY_2,1998
6,0.070101,0.010019,URY_2,1998
7,0.080034,0.012145,URY_2,1998
8,0.090348,0.0145,URY_2,1998
9,0.10004,0.016835,URY_2,1998
10,0.11,0.019335,URY_2,1998
11,0.12008,0.021976,URY_2,1998
12,0.1301,0.024701,URY_2,1998
13,0.14,0.02751,URY_2,1998
14,0.15008,0.030474,URY_2,1998
15,0.16003,0.033515,URY_2,1998
16,0.17004,0.036691,URY_2,1998
17,0.18006,0.040003,URY_2,1998
18,0.19003,0.04343,URY_2,1998
19,0.20005,0.046983,URY_2,1998
20,0.21009,0.05064,URY_2,1998
21,0.22006,0.05439,URY_2,1998
22,0.23005,0.058267,URY_2,1998
23,0.24007,0.062283,URY_2,1998
24,0.25008,0.066412,URY_2,1998
25,0.26005,0.070645,URY_2,1998
26,0.27003,0.074997,URY_2,1998
27,0.2802,0.079559,URY_2,1998
28,0.29011,0.084115,URY_2,1998
29,0.30002,0.088773,URY_2,1998
30,0.31007,0.093604,URY_2,1998
31,0.32001,0.098495,URY_2,1998
32,0.33004,0.10355,URY_2,1998
33,0.34008,0.10873,URY_2,1998
34,0.35008,0.11401,URY_2,1998
35,0.36002,0.11938,URY_2,1998
36,0.37004,0.12492,URY_2,1998
37,0.38006,0.13058,URY_2,1998
38,0.39,0.13633,URY_2,1998
39,0.40002,0.14223,URY_2,1998
40,0.41006,0.14827,URY_2,1998
41,0.42006,0.15442,URY_2,1998
42,0.43004,0.16067,URY_2,1998
43,0.44006,0.16707,URY_2,1998
44,0.45007,0.17359,URY_2,1998
45,0.46003,0.18021,URY_2,1998
46,0.4701,0.18704,URY_2,1998
47,0.48006,0.19395,URY_2,1998
48,0.49003,0.201,URY_2,1998
49,0.50001,0.20821,URY_2,1998
50,0.51003,0.21558,URY_2,1998
51,0.52011,0.22315,URY_2,1998
52,0.53002,0.23074,URY_2,1998
53,0.54009,0.23856,URY_2,1998
54,0.55003,0.24643,URY_2,1998
55,0.56003,0.25449,URY_2,1998
56,0.57009,0.26277,URY_2,1998
57,0.58004,0.2711,URY_2,1998
58,0.59003,0.27962,URY_2,1998
59,0.60003,0.28829,URY_2,1998
60,0.61005,0.29717,URY_2,1998
61,0.62005,0.30622,URY_2,1998
62,0.63009,0.31549,URY_2,1998
63,0.64004,0.32486,URY_2,1998
64,0.65028,0.33469,URY_2,1998
65,0.66002,0.34425,URY_2,1998
66,0.67001,0.35429,URY_2,1998
67,0.68009,0.36466,URY_2,1998
68,0.69004,0.37513,URY_2,1998
69,0.70005,0.3859,URY_2,1998
70,0.71001,0.39684,URY_2,1998
71,0.72007,0.40814,URY_2,1998
72,0.73006,0.41963,URY_2,1998
73,0.74,0.43134,URY_2,1998
74,0.75005,0.44348,URY_2,1998
75,0.76002,0.45585,URY_2,1998
76,0.77001,0.46858,URY_2,1998
77,0.78007,0.48172,URY_2,1998
78,0.79011,0.49523,URY_2,1998
79,0.80003,0.50895,URY_2,1998
80,0.81003,0.52318,URY_2,1998
81,0.82001,0.53779,URY_2,1998
82,0.83002,0.55292,URY_2,1998
83,0.84006,0.56858,URY_2,1998
84,0.85002,0.5846,URY_2,1998
85,0.86007,0.60133,URY_2,1998
86,0.87,0.61853,URY_2,1998
87,0.88002,0.63658,URY_2,1998
88,0.89005,0.65537,URY_2,1998
89,0.90004,0.67498,URY_2,1998
90,0.91003,0.69551,URY_2,1998
91,0.92002,0.717,URY_2,1998
92,0.93013,0.73995,URY_2,1998
93,0.94001,0.76393,URY_2,1998
94,0.95004,0.7901,URY_2,1998
95,0.9601,0.81887,URY_2,1998
96,0.97012,0.85076,URY_2,1998
97,0.98001,0.88709,URY_2,1998
98,0.99007,0.93147,URY_2,1998
99,1,1,URY_2,1998
0,0.01009,0.00085578,URY_2,2000
1,0.020137,0.0021335,URY_2,2000
2,0.030018,0.0036747,URY_2,2000
3,0.04008,0.0054359,URY_2,2000
4,0.050057,0.0073463,URY_2,2000
5,0.060038,0.0094084,URY_2,2000
6,0.07,0.01161,URY_2,2000
7,0.080112,0.013961,URY_2,2000
8,0.09005,0.016386,URY_2,2000
9,0.10018,0.018967,URY_2,2000
10,0.11002,0.021587,URY_2,2000
11,0.12001,0.024377,URY_2,2000
12,0.1301,0.027321,URY_2,2000
13,0.14003,0.030315,URY_2,2000
14,0.15007,0.033454,URY_2,2000
15,0.16004,0.036678,URY_2,2000
16,0.17003,0.040035,URY_2,2000
17,0.18002,0.043501,URY_2,2000
18,0.19009,0.047104,URY_2,2000
19,0.20007,0.050776,URY_2,2000
20,0.21003,0.05452,URY_2,2000
21,0.2201,0.058404,URY_2,2000
22,0.23001,0.062331,URY_2,2000
23,0.2402,0.066484,URY_2,2000
24,0.25021,0.070688,URY_2,2000
25,0.26002,0.07492,URY_2,2000
26,0.27003,0.079366,URY_2,2000
27,0.28005,0.083918,URY_2,2000
28,0.29003,0.088565,URY_2,2000
29,0.30003,0.093324,URY_2,2000
30,0.31001,0.09819,URY_2,2000
31,0.3202,0.10327,URY_2,2000
32,0.33003,0.10829,URY_2,2000
33,0.34003,0.11351,URY_2,2000
34,0.35008,0.11889,URY_2,2000
35,0.36,0.12432,URY_2,2000
36,0.37007,0.12995,URY_2,2000
37,0.38012,0.13569,URY_2,2000
38,0.39007,0.14148,URY_2,2000
39,0.40008,0.14743,URY_2,2000
40,0.41001,0.15345,URY_2,2000
41,0.42002,0.15963,URY_2,2000
42,0.43,0.16593,URY_2,2000
43,0.44006,0.17241,URY_2,2000
44,0.45005,0.17898,URY_2,2000
45,0.46001,0.18567,URY_2,2000
46,0.47001,0.19249,URY_2,2000
47,0.48004,0.19947,URY_2,2000
48,0.4901,0.20661,URY_2,2000
49,0.5,0.21378,URY_2,2000
50,0.51006,0.22121,URY_2,2000
51,0.52,0.22869,URY_2,2000
52,0.53002,0.23635,URY_2,2000
53,0.54005,0.24416,URY_2,2000
54,0.55006,0.25211,URY_2,2000
55,0.56005,0.26018,URY_2,2000
56,0.57004,0.26843,URY_2,2000
57,0.58001,0.27679,URY_2,2000
58,0.59003,0.28535,URY_2,2000
59,0.60004,0.29407,URY_2,2000
60,0.61,0.30293,URY_2,2000
61,0.62002,0.31201,URY_2,2000
62,0.63014,0.32136,URY_2,2000
63,0.64004,0.33068,URY_2,2000
64,0.65009,0.34033,URY_2,2000
65,0.66003,0.35006,URY_2,2000
66,0.67001,0.36005,URY_2,2000
67,0.68001,0.37028,URY_2,2000
68,0.69001,0.3807,URY_2,2000
69,0.70002,0.39136,URY_2,2000
70,0.71002,0.40226,URY_2,2000
71,0.72006,0.41347,URY_2,2000
72,0.73007,0.42491,URY_2,2000
73,0.74001,0.43652,URY_2,2000
74,0.75006,0.44853,URY_2,2000
75,0.76001,0.46071,URY_2,2000
76,0.77004,0.47333,URY_2,2000
77,0.78003,0.48623,URY_2,2000
78,0.79002,0.49949,URY_2,2000
79,0.80005,0.5132,URY_2,2000
80,0.81002,0.52722,URY_2,2000
81,0.82001,0.54166,URY_2,2000
82,0.83016,0.55676,URY_2,2000
83,0.84001,0.57186,URY_2,2000
84,0.85002,0.58773,URY_2,2000
85,0.86002,0.60413,URY_2,2000
86,0.87001,0.6212,URY_2,2000
87,0.88008,0.63913,URY_2,2000
88,0.89005,0.65773,URY_2,2000
89,0.9,0.6771,URY_2,2000
90,0.91002,0.69751,URY_2,2000
91,0.92003,0.71899,URY_2,2000
92,0.93003,0.74182,URY_2,2000
93,0.94005,0.7661,URY_2,2000
94,0.95004,0.7922,URY_2,2000
95,0.96001,0.82042,URY_2,2000
96,0.97001,0.85172,URY_2,2000
97,0.98,0.8876,URY_2,2000
98,0.99001,0.93143,URY_2,2000
99,1,1,URY_2,2000
0,0.010017,0.00091262,URY_2,2001
1,0.020084,0.0021871,URY_2,2001
2,0.030092,0.0036876,URY_2,2001
3,0.040057,0.0053609,URY_2,2001
4,0.050003,0.0071763,URY_2,2001
5,0.060059,0.0091481,URY_2,2001
6,0.070099,0.011243,URY_2,2001
7,0.080388,0.013512,URY_2,2001
8,0.090019,0.015743,URY_2,2001
9,0.10002,0.018164,URY_2,2001
10,0.11014,0.020732,URY_2,2001
11,0.12003,0.023344,URY_2,2001
12,0.13004,0.026084,URY_2,2001
13,0.14002,0.028915,URY_2,2001
14,0.1501,0.031891,URY_2,2001
15,0.16019,0.034972,URY_2,2001
16,0.17007,0.03809,URY_2,2001
17,0.18006,0.041324,URY_2,2001
18,0.19005,0.044656,URY_2,2001
19,0.20005,0.048083,URY_2,2001
20,0.2101,0.051646,URY_2,2001
21,0.22004,0.055274,URY_2,2001
22,0.23007,0.059044,URY_2,2001
23,0.24003,0.062897,URY_2,2001
24,0.25004,0.066867,URY_2,2001
25,0.26019,0.071011,URY_2,2001
26,0.27008,0.075143,URY_2,2001
27,0.28001,0.079397,URY_2,2001
28,0.29005,0.083798,URY_2,2001
29,0.30002,0.088274,URY_2,2001
30,0.31002,0.092875,URY_2,2001
31,0.32004,0.097574,URY_2,2001
32,0.33001,0.10235,URY_2,2001
33,0.34004,0.10726,URY_2,2001
34,0.35002,0.11225,URY_2,2001
35,0.36007,0.11738,URY_2,2001
36,0.37007,0.1226,URY_2,2001
37,0.38012,0.12795,URY_2,2001
38,0.39035,0.13353,URY_2,2001
39,0.40007,0.13891,URY_2,2001
40,0.4102,0.14462,URY_2,2001
41,0.42011,0.15034,URY_2,2001
42,0.4301,0.15621,URY_2,2001
43,0.44005,0.16217,URY_2,2001
44,0.45002,0.16828,URY_2,2001
45,0.46008,0.17456,URY_2,2001
46,0.47007,0.18093,URY_2,2001
47,0.48007,0.18747,URY_2,2001
48,0.49001,0.19411,URY_2,2001
49,0.50004,0.20096,URY_2,2001
50,0.51009,0.20798,URY_2,2001
51,0.52002,0.21505,URY_2,2001
52,0.53003,0.22233,URY_2,2001
53,0.54008,0.22981,URY_2,2001
54,0.55004,0.23739,URY_2,2001
55,0.56016,0.24526,URY_2,2001
56,0.57002,0.25311,URY_2,2001
57,0.58,0.26123,URY_2,2001
58,0.59004,0.26955,URY_2,2001
59,0.60008,0.27806,URY_2,2001
60,0.6105,0.28712,URY_2,2001
61,0.62003,0.29556,URY_2,2001
62,0.63005,0.30462,URY_2,2001
63,0.64002,0.31384,URY_2,2001
64,0.65003,0.32332,URY_2,2001
65,0.66002,0.333,URY_2,2001
66,0.67012,0.34302,URY_2,2001
67,0.68012,0.35318,URY_2,2001
68,0.69004,0.36352,URY_2,2001
69,0.70003,0.37416,URY_2,2001
70,0.71004,0.38506,URY_2,2001
71,0.72001,0.39613,URY_2,2001
72,0.73,0.40749,URY_2,2001
73,0.74007,0.41925,URY_2,2001
74,0.75005,0.43122,URY_2,2001
75,0.76,0.44348,URY_2,2001
76,0.77003,0.45615,URY_2,2001
77,0.78004,0.46916,URY_2,2001
78,0.79001,0.48243,URY_2,2001
79,0.80004,0.49619,URY_2,2001
80,0.81006,0.5104,URY_2,2001
81,0.82002,0.52493,URY_2,2001
82,0.8303,0.54046,URY_2,2001
83,0.84024,0.55595,URY_2,2001
84,0.85003,0.57169,URY_2,2001
85,0.86003,0.58843,URY_2,2001
86,0.87001,0.60586,URY_2,2001
87,0.88005,0.62416,URY_2,2001
88,0.89003,0.64322,URY_2,2001
89,0.90001,0.66313,URY_2,2001
90,0.91001,0.68405,URY_2,2001
91,0.92001,0.70611,URY_2,2001
92,0.93001,0.72949,URY_2,2001
93,0.94002,0.7546,URY_2,2001
94,0.95004,0.78179,URY_2,2001
95,0.96005,0.8115,URY_2,2001
96,0.97003,0.84418,URY_2,2001
97,0.98001,0.88152,URY_2,2001
98,0.99002,0.92648,URY_2,2001
99,1,1,URY_2,2001
0,0.010156,0.00095596,URY_2,2002
1,0.020222,0.0022732,URY_2,2002
2,0.030245,0.0038272,URY_2,2002
3,0.040047,0.0054878,URY_2,2002
4,0.050045,0.0073299,URY_2,2002
5,0.060131,0.0093174,URY_2,2002
6,0.070133,0.011426,URY_2,2002
7,0.080056,0.01362,URY_2,2002
8,0.090047,0.015921,URY_2,2002
9,0.10003,0.018329,URY_2,2002
10,0.11001,0.020844,URY_2,2002
11,0.12001,0.023458,URY_2,2002
12,0.13002,0.026168,URY_2,2002
13,0.14007,0.028993,URY_2,2002
14,0.15015,0.031915,URY_2,2002
15,0.16007,0.034888,URY_2,2002
16,0.17005,0.037959,URY_2,2002
17,0.18007,0.04113,URY_2,2002
18,0.19003,0.044389,URY_2,2002
19,0.20005,0.047764,URY_2,2002
20,0.21002,0.051215,URY_2,2002
21,0.22006,0.054785,URY_2,2002
22,0.23001,0.058419,URY_2,2002
23,0.24009,0.062201,URY_2,2002
24,0.25008,0.066041,URY_2,2002
25,0.26006,0.069988,URY_2,2002
26,0.2701,0.074059,URY_2,2002
27,0.28006,0.078184,URY_2,2002
28,0.29003,0.082427,URY_2,2002
29,0.30009,0.086813,URY_2,2002
30,0.31021,0.091334,URY_2,2002
31,0.32001,0.095811,URY_2,2002
32,0.33001,0.10049,URY_2,2002
33,0.34009,0.10531,URY_2,2002
34,0.3504,0.11035,URY_2,2002
35,0.36003,0.11516,URY_2,2002
36,0.37003,0.12028,URY_2,2002
37,0.38003,0.12551,URY_2,2002
38,0.39006,0.13088,URY_2,2002
39,0.40001,0.13634,URY_2,2002
40,0.41018,0.14203,URY_2,2002
41,0.42007,0.14769,URY_2,2002
42,0.43004,0.15353,URY_2,2002
43,0.44004,0.15951,URY_2,2002
44,0.45002,0.16559,URY_2,2002
45,0.46002,0.17182,URY_2,2002
46,0.47003,0.17821,URY_2,2002
47,0.48008,0.18477,URY_2,2002
48,0.49,0.1914,URY_2,2002
49,0.50001,0.19822,URY_2,2002
50,0.51002,0.20516,URY_2,2002
51,0.52066,0.2127,URY_2,2002
52,0.53009,0.21951,URY_2,2002
53,0.54009,0.22688,URY_2,2002
54,0.55002,0.23435,URY_2,2002
55,0.56006,0.24205,URY_2,2002
56,0.57005,0.24989,URY_2,2002
57,0.58004,0.25791,URY_2,2002
58,0.59001,0.26608,URY_2,2002
59,0.60021,0.27464,URY_2,2002
60,0.61008,0.28311,URY_2,2002
61,0.62005,0.29187,URY_2,2002
62,0.63002,0.30084,URY_2,2002
63,0.64013,0.31015,URY_2,2002
64,0.65001,0.31943,URY_2,2002
65,0.66001,0.32903,URY_2,2002
66,0.67001,0.33884,URY_2,2002
67,0.68007,0.34896,URY_2,2002
68,0.69001,0.35917,URY_2,2002
69,0.70004,0.36974,URY_2,2002
70,0.71003,0.38053,URY_2,2002
71,0.72006,0.39161,URY_2,2002
72,0.73004,0.40293,URY_2,2002
73,0.74008,0.4146,URY_2,2002
74,0.75002,0.42645,URY_2,2002
75,0.76009,0.43883,URY_2,2002
76,0.77019,0.4516,URY_2,2002
77,0.78006,0.46444,URY_2,2002
78,0.79,0.47772,URY_2,2002
79,0.80005,0.49151,URY_2,2002
80,0.81003,0.5056,URY_2,2002
81,0.82019,0.52043,URY_2,2002
82,0.83003,0.53525,URY_2,2002
83,0.84023,0.55119,URY_2,2002
84,0.85017,0.56724,URY_2,2002
85,0.86003,0.58376,URY_2,2002
86,0.87007,0.60135,URY_2,2002
87,0.88005,0.61957,URY_2,2002
88,0.89007,0.63869,URY_2,2002
89,0.90004,0.65861,URY_2,2002
90,0.91,0.67952,URY_2,2002
91,0.92001,0.70176,URY_2,2002
92,0.93001,0.72533,URY_2,2002
93,0.94,0.75053,URY_2,2002
